ticket,area,direccion_entidad,Seccion,Manzana,Parcela,fecha_inspeccion
DGFyC-719871,SGO Inspecciones simples,CRAMER AV. 1981,39,68,004F,10/10/2021
DGFyC-720780,SGO Inspecciones simples,MOLDES 2603,41,131,16,10/10/2021
DGFyC-723498,SGO Est. Educativos,PARAGUAY 1237,7,45,22,10/10/2021
DGFyC-723491,Auditorias Integrales Programadas,JUNIN 1073,11,54,11,10/10/2021
DGFyC-723501,SGO Est. Educativos,QUITO 4267,36,29,24,10/10/2021
DGFyC-708033,SGO Grandes Superficies,MONTE 5921,76,166,031a,10/10/2021
DGFyC-723504,SGO Est. Educativos,RIVADAVIA AV. 4601,45,142,21,10/10/2021
DGFyC-721255,Auditorias Integrales Programadas,PEDERNERA 280,48,107,21,17/01/2000
DGFyC-715776,SGO Grandes Superficies,LAMBARE 1063,17,16,018A,23/01/2000
DGFyC-723507,SGO Est. Educativos,VIAMONTE 1471,5,34,024a,11/10/2021
DGFyC-721214,Auditorias Integrales Programadas,CABILDO AV. 1130,37,152,5,11/10/2021
DGFyC-723521,SGO Est. Educativos,YERBAL 79,45,126,21,11/10/2021
DGFyC-719543,SGO Inspecciones simples,LAGUNA 1455,54,107,42,11/10/2021
DGFyC-720541,SGO Inspecciones simples,LAVALLE 2383,9,39,022A,11/10/2021
DGFyC-720562,SGO Inspecciones simples,PUEYRREDON AV. 568,13,99,21,11/10/2021
DGFyC-717543,SGO Inspecciones simples,CORRIENTES AV. 2962,13,90,7,11/10/2021
DGFyC-722631,SGO Est. Deportivos,VARELA AV. 1227,50,118,10,11/10/2021
DGFyC-542712,SGO Est. Deportivos,GAVILAN 1540,67,109,034A,11/10/2021
DGFyC-723549,SGO Est. Educativos,SERRANO 1261,31,109,004A,11/10/2021
DGFyC-723574,SGO Est. Educativos,MONTEVIDEO 1050,7,17,049b,11/10/2021
DGFyC-723623,Auditorias Integrales Programadas,RIVADAVIA AV. 8217,77,106,022C,11/10/2021
DGFyC-717688,SGO Est. Deportivos,RIVADAVIA AV. 11099,95,27,002B,11/10/2021
DGFyC-720692,SGO Est. Hoteles y Pensiones,PIEDRAS 83,2,8,9,11/10/2021
DGFyC-504764,SGO Est. Deportivos,DARWIN 1633,,,,11/10/2021
DGFyC-334564,SGO Est. Salud y Geriátricos,BELGRANO AV. 1133,12,54,25,11/10/2021
DGFyC-652980,SGO Suspensiones y Rechazos,BRASIL 1680,16,30,8,11/10/2021
DGFyC-673919,SGO Suspensiones y Rechazos,FILIBERTO 1771,14,3,23,21/03/2000
DGFyC-722511,Auditorias Integrales Programadas,RIVADAVIA AV. 6187,57,37,19,21/03/2000
DGFyC-611330,SGO Inspecciones simples,URIARTE 1795,19,69,008C,07/03/2000
DGFyC-721386,SGO Inspecciones simples,THAMES 1749,19,068A,16,07/03/2000
DGFyC-466694,SGO Est. Deportivos,PIEDRAS 626,2,11,12,04/01/2000
DGFyC-722636,SGO Inspecciones simples,RIVADAVIA AV. 7317,65,31,21,11/10/2021
DGFyC-722642,SGO Inspecciones simples,NAZCA AV. 275,65,032B,009B,11/10/2021
DGFyC-722644,SGO Inspecciones simples,BACACAY 2480,65,072B,6,12/01/2000
DGFyC-722648,SGO Inspecciones simples,RIVERA INDARTE AV. 25,48,109D,21,14/01/2000
DGFyC-700255,SGO Grandes Superficies,TRIUNVIRATO AV. 3655,49,39,031a,11/10/2021
DGFyC-703848,SGO Inspecciones simples,MEDRANO AV. 371,17,90,15,11/10/2021
DGFyC-722916,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 4401,23,135,000A,11/10/2021
DGFyC-720532,SGO Est. Deportivos,PIEDRAS 180,2,16,13,01/01/2000
DGFyC-673890,SGO Suspensiones y Rechazos,SANTIAGO DEL ESTERO 2112,16,48,19,11/10/2021
DGFyC-698712,SGO Suspensiones y Rechazos,SANTIAGO DEL ESTERO 1741,16,44,47,08/10/2021
DGFyC-714915,SGO Suspensiones y Rechazos,SOLIS 2200,16,27,020B,06/10/2021
DGFyC-721965,SGO Est. Salud y Geriátricos,OLIDEN 576,72,137,18,08/10/2021
DGFyC-617447,SGO Inspecciones simples,QUIRNO 991,48,14,33,09/10/2021
DGFyC-717346,SGO Grandes Superficies,DONADO 943,49,35,010a,04/10/2021
DGFyC-722550,SGO Est. Salud y Geriátricos,24 DE NOVIEMBRE 1421,30,33,38,09/10/2021
DGFyC-658105,SGO Inspecciones simples,PRIMERA JUNTA 3410,48,1,003A,09/10/2021
DGFyC-723077,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 7395,27,145,000M,04/10/2021
DGFyC-723511,SGO Eventos Deportivos,ALVAREZ JONTE AV. 4150,79,48,000A,07/10/2021
DGFyC-723175,SGO Eventos Deportivos,BRANDSEN 805,6,006I,15,07/10/2021
DGFyC-681071,SGO Suspensiones y Rechazos,VIAMONTE 1328,5,41,002A,30/12/1999
DGFyC-633605,SGO Verificaciones,CORRIENTES AV. 1237,5,47,023A,04/10/2021
DGFyC-723180,SGO Eventos Masivos,HUMBOLDT 450,,,,31/03/2000
DGFyC-718391,SGO Inspecciones simples,GALLO 1594,15,63,1,07/10/2021
DGFyC-719183,SGO Inspecciones simples,BELGRANO AV. 2025,20,55,25,07/10/2021
DGFyC-722121,SGO Est. Hoteles y Pensiones,LA RIOJA 1166,30,73,001G,06/10/2021
DGFyC-611242,SGO Inspecciones simples,NAZCA AV. 342,65,23,036A,07/10/2021
DGFyC-596038,SGO Inspecciones simples,TERRADA 411,65,44,17,06/10/2021
DGFyC-721874,SGO Verificaciones,DEAN FUNES 784,28,56,024A,11/10/2021
DGFyC-723852,Auditorias Integrales Programadas,FERRE 6434,84,37,000B,11/10/2021
DGFyC-722010,Auditorias Integrales Programadas,CAMPANA 3050,,,,07/10/2021
DGFyC-722004,Auditorias Integrales Programadas,CUENCA 2840,81,164,37,07/10/2021
DGFyC-722001,Auditorias Integrales Programadas,NOGOYA 3240,81,163,5,11/10/2021
DGFyC-721997,Auditorias Integrales Programadas,CUENCA 2567,69,5,18,11/10/2021
DGFyC-723009,SGO Eventos Deportivos,LA PAMPA 1376,23,131,1,07/10/2021
DGFyC-721317,SGO Inspecciones simples,CABILDO AV. 1781,23,061B,005c,05/03/2000
DGFyC-721319,SGO Inspecciones simples,CABILDO AV. 1787,23,061B,005c,02/04/2000
DGFyC-722667,SGO Inspecciones simples,DIRECTORIO AV. 1999,48,152,008A,11/10/2021
DGFyC-641129,SGO Inspecciones simples,CORRIENTES AV. 4308,17,47,1,07/10/2021
DGFyC-721372,SGO Inspecciones simples,GASCON 684,17,59,49,11/10/2021
DGFyC-594782,SGO Inspecciones simples,CORRIENTES AV. 4219,17,60,029A,11/10/2021
DGFyC-721792,SGO Verificaciones,CRAMER 886,37,108,7,11/10/2021
DGFyC-723885,Auditorias Integrales Programadas,SARMIENTO 654,1,19,4,07/10/2021
DGFyC-721849,SGO Verificaciones,CRAMER 674,35,56,7,06/10/2021
DGFyC-490504,SGO Est. Educativos,RIVADAVIA AV. 11444,72,040A,005b,07/10/2021
DGFyC-723895,Auditorias Integrales Programadas,CORRIENTES AV. 680,1,20,009a,07/10/2021
DGFyC-721789,SGO Verificaciones,TERRADA 3063,71,62,014A,07/10/2021
DGFyC-721834,SGO Verificaciones,MELINCUE 2736,71,62,004A,06/10/2021
DGFyC-722533,SGO Verificaciones,CRAMER 920,37,109,003A,07/10/2021
DGFyC-721833,SGO Grandes Superficies,CUCHA CUCHA 2145,59,148,31,07/10/2021
DGFyC-720734,SGO Inspecciones simples,RIO DE JANEIRO 320,45,144,28,07/10/2021
DGFyC-606970,SGO Inspecciones simples,AVELLANEDA 133,45,130,13,07/10/2021
DGFyC-713135,SGO Inspecciones simples,RIVADAVIA AV. 3502,28,17,001C,07/10/2021
DGFyC-721856,SGO Verificaciones,METAN 3701,38,210,32,07/10/2021
DGFyC-474728,SGO Est. Educativos,OLLEROS 2267,23,21,023A,07/10/2021
DGFyC-723654,SGO Verificaciones,CRAMER 920,37,109,003A,10/01/2000
DGFyC-718266,SGO Inspecciones simples,OTAMENDI 645,,,,07/10/2021
DGFyC-531466,SGO Est. Salud y Geriátricos,CORDOBA AV. 3951,19,4,023C,06/10/2021
DGFyC-715245,SGO Grandes Superficies,CORDOBA AV. 1873,11,74,18,05/01/2000
DGFyC-721203,SGO Est. Hoteles y Pensiones,AYACUCHO 282,9,60,40,31/01/2000
DGFyC-709927,SGO Est. Hoteles y Pensiones,MEDRANO AV. 821,17,95,15,30/01/2000
DGFyC-715231,SGO Est. Deportivos,LAVALLE 850,1,5,11,07/10/2021
DGFyC-721855,Auditorias Integrales Programadas,CALLAO AV. 1289,7,5,003b,07/10/2021
DGFyC-715232,SGO Est. Deportivos,LAVALLE 820,1,5,9,06/10/2021
DGFyC-682522,Auditorias Integrales Programadas,SARMIENTO 2976,13,88,8,07/10/2021
DGFyC-722143,SGO Grandes Superficies,SANCHEZ DE LORIA AV. 2024,32,74,16,07/10/2021
DGFyC-518154,SGO Grandes Superficies,CHICLANA AV. 3346,32,45,007A,06/10/2021
DGFyC-721549,SGO Grandes Superficies,LAVALLE 2619,9,7,24,12/10/2021
DGFyC-718367,SGO Grandes Superficies,VIAMONTE 1626,5,16,4,12/10/2021
DGFyC-710751,SGO Fiscalización Crítica,GORRITI 4015,19,26,27,12/10/2021
DGFyC-712245,SGO Grandes Superficies,CABILDO AV. 3246,41,158A,37,12/10/2021
DGFyC-724002,Auditorias Integrales Programadas,AMENABAR 2702,41,132,24,12/10/2021
DGFyC-709709,SGO Grandes Superficies,CACHIMAYO 1912,44,169,18,06/10/2021
DGFyC-709720,SGO Grandes Superficies,CACHIMAYO 1955,44,157,42,12/10/2021
DGFyC-724017,Auditorias Integrales Programadas,BAUNESS 2188,51,41,1,12/10/2021
DGFyC-720653,SGO Inspecciones simples,HELGUERA 250,65,3,28,12/10/2021
DGFyC-721200,SGO Inspecciones simples,NAZCA AV. 477,65,34,8,12/10/2021
DGFyC-626916,SGO Inspecciones simples,TERRADA 453,65,44,16,01/03/2000
DGFyC-722674,SGO Inspecciones simples,AVELLANEDA AV. 2741,65,45,028A,12/10/2021
DGFyC-721859,SGO Verificaciones,CASTRO BARROS 2076,38,209,19,12/10/2021
DGFyC-724036,SGO Fiscalización Crítica,SERRANO 1311,31,110,12,30/01/2000
DGFyC-724037,SGO Fiscalización Crítica,CORDOBA AV. 5210,31,82,27,12/10/2021
DGFyC-586652,SGO Fiscalización Crítica,HUMBOLDT 1897,35,43,009c,12/10/2021
DGFyC-721826,SGO Verificaciones,BILLINGHURST 331,13,26,18,12/10/2021
DGFyC-501590,SGO Verificaciones,BILLINGHURST 915,13,34,22,12/10/2021
DGFyC-718848,SGO Verificaciones,MEXICO 1428,12,24,4,12/10/2021
DGFyC-705875,SGO Inspecciones simples,MONROE AV. 5076,51,59,005a,12/10/2021
DGFyC-706612,SGO Inspecciones simples,DIAZ COLODRERO 2366,51,59,001B,07/10/2021
DGFyC-721305,SGO Inspecciones simples,PACHECO 2281,51,65,10,12/10/2021
DGFyC-721309,SGO Inspecciones simples,OLAZABAL AV. 5113,51,42,012A,12/10/2021
DGFyC-451067,SGO Est. Hoteles y Pensiones,HUMBERTO 1° 2309,22,27,36,12/10/2021
DGFyC-685311,SGO Fiscalización Crítica,GASCON 645,17,70,013L,07/10/2021
DGFyC-584209,SGO Fiscalización Crítica,RIVADAVIA AV. 3862,36,120,6,08/10/2021
DGFyC-721870,SGO Verificaciones,PAVON 1958,22,54,6,11/10/2021
DGFyC-352769,SGO Grandes Superficies,HIDALGO 886,45,63,31,09/10/2021
DGFyC-721503,SGO Est. Salud y Geriátricos,SAENZ AV. 852,34,11,6,08/01/2000
DGFyC-723155,SGO Est. Salud y Geriátricos,ROSETI 297,33,49,20,12/10/2021
DGFyC-721208,SGO Est. Hoteles y Pensiones,ALBERTI 1181,22,10,21,01/01/2000
DGFyC-712989,SGO Fiscalización Crítica,HONDURAS 6100,35,021C,4,01/01/2000
DGFyC-596789,SGO Fiscalización Crítica,PAUNERO 2880,21,61,2,11/10/2021
DGFyC-719716,SGO Fiscalización Crítica,ARMENIA 1990,19,91,1,09/10/2021
DGFyC-723533,SGO Fiscalización Crítica,PARAGUAY 4240,19,117,2,06/10/2021
DGFyC-594716,SGO Inspecciones simples,RIGLOS 685,40,049A,34,12/10/2021
DGFyC-642578,SGO Suspensiones y Rechazos,VIAMONTE 1557,5,26,28,11/10/2021
DGFyC-711297,SGO Fiscalización Crítica,GUARDIA VIEJA 3723,13,9,35,11/10/2021
DGFyC-720733,SGO Fiscalización Crítica,MEDRANO AV. 802,17,83,035D,08/10/2021
DGFyC-720881,SGO Fiscalización Crítica,LAVALLE 3491,13,32,21,12/10/2021
DGFyC-713536,SGO Fiscalización Crítica,BILLINGHURST 784,13,20,33,12/10/2021
DGFyC-721803,SGO Verificaciones,BELGRANO AV. 1395,12,36,30,12/10/2021
DGFyC-723628,SGO Suspensiones y Rechazos,VIAMONTE 1557,5,26,28,16/01/2000
DGFyC-670085,SGO Fiscalización Crítica,BULNES 338,17,102,001A,08/10/2021
DGFyC-651709,SGO Inspecciones simples,LOPE DE VEGA AV. 2815,87,012B,020A,27/04/2000
DGFyC-724067,SGO Fiscalización Crítica,PUEYRREDON AV. 400,13,97,1,10/01/2000
DGFyC-724069,SGO Fiscalización Crítica,BELGRANO AV. 986,,,,12/10/2021
DGFyC-722655,SGO Fiscalización Nocturna,ELCANO AV. 3385,37,062A,63,12/10/2021
DGFyC-721248,SGO Est. Hoteles y Pensiones,GALLO 744,13,43,41,12/10/2021
DGFyC-429763,SGO Est. Salud y Geriátricos,PUEYRREDON AV. 443,9,5,008b,12/10/2021
DGFyC-722657,SGO Fiscalización Nocturna,ZAPIOLA 1502,37,91,19,12/10/2021
DGFyC-710920,SGO Fiscalización Crítica,BAEZ 242,23,71,9,12/10/2021
DGFyC-723160,SGO Est. Salud y Geriátricos,BONPLAND 1391,33,68,011a,12/10/2021
DGFyC-721812,SGO Verificaciones,SAN JOSE 145,12,29,31,23/01/2000
DGFyC-720443,SGO Inspecciones simples,CUENCA 321,65,4,014c,11/01/2000
DGFyC-534033,SGO Inspecciones simples,AVELLANEDA AV. 2703,65,45,034A,12/10/2021
DGFyC-713232,SGO Grandes Superficies,VIRGILIO 844,91,87,005A,02/02/2000
DGFyC-722643,SGO Fiscalización Nocturna,ELCANO AV. 3055,37,92,20,12/10/2021
DGFyC-667747,SGO Inspecciones simples,LOPE DE VEGA AV. 3189,89,043C,15,12/10/2021
DGFyC-721411,SGO Inspecciones simples,PARAGUAY 3514,15,5,3,12/10/2021
DGFyC-721425,SGO Inspecciones simples,VIDT 1646,19,99,31,12/10/2021
DGFyC-721435,SGO Inspecciones simples,COSTA RICA 3966,19,58,8,07/10/2021
DGFyC-719877,SGO Inspecciones simples,NOGOYA 2965,71,33,015b,07/10/2021
DGFyC-719879,SGO Inspecciones simples,NOGOYA 2942,69,21,13,07/10/2021
DGFyC-719882,SGO Inspecciones simples,NOGOYA 3149,71,1,16,12/10/2021
DGFyC-719888,SGO Inspecciones simples,NAZCA AV. 2882,69,20,8,12/10/2021
DGFyC-722650,SGO Fiscalización Nocturna,DARWIN 594,47,179,031B,05/10/2021
DGFyC-722006,SGO Fiscalización Nocturna,CORRIENTES AV. 5296,47,172,1,12/10/2021
DGFyC-642438,SGO Verificaciones,LAS CASAS 3881,38,181,27,12/10/2021
DGFyC-375718,SGO Inspecciones simples,SANTO TOME 6001,93,108,28,12/10/2021
DGFyC-718322,SGO Grandes Superficies,SAN BLAS 5486,,,,21/03/2000
DGFyC-724079,Auditorias Integrales Programadas,SUIPACHA 1015,3,28,22,07/10/2021
DGFyC-724085,Auditorias Integrales Programadas,SUIPACHA 1065,3,28,015a,12/10/2021
DGFyC-723592,SGO Grandes Superficies,SAN BLAS 5478,91,59,11,07/10/2021
DGFyC-502414,SGO Verificaciones,EL SALVADOR 4199,19,60,28,12/10/2021
DGFyC-710977,SGO Verificaciones,EL SALVADOR 4172,19,43,10,12/10/2021
DGFyC-724089,Auditorias Integrales Programadas,TUCUMAN 857,1,007A,26,12/10/2021
DGFyC-724090,Auditorias Integrales Programadas,TUCUMAN 825,1,007A,001B,12/10/2021
DGFyC-722082,SGO Grandes Superficies,HIDALGO 815,45,75,016B,12/10/2021
DGFyC-721986,Auditorias Integrales Programadas,CORRIENTES AV. 3498,13,39,11,12/10/2021
DGFyC-721984,Auditorias Integrales Programadas,CORRIENTES AV. 3098,13,80,008b,07/10/2021
DGFyC-724106,SGO Est. Educativos,OLLEROS 2283,23,21,023A,12/10/2021
DGFyC-720612,SGO Inspecciones simples,2 DE ABRIL DE 1982 6991,78,001E,000A,10/01/2000
DGFyC-724132,SGO Est. Educativos,Av. Rivadavia 11444,,,,12/10/2021
DGFyC-722131,SGO Grandes Superficies,BRASIL 3237,32,74,25,03/02/2000
DGFyC-515021,SGO Est. Deportivos,CONCORDIA 3505,83,185,20,12/10/2021
DGFyC-721194,SGO Est. Deportivos,CONCORDIA 2532,81,111,29,07/01/2000
DGFyC-720588,SGO Est. Salud y Geriátricos,CORRIENTES AV. 4409,17,33,0,19/04/2000
DGFyC-723262,SGO Eventos Masivos,AVENIDA DEL LIBERTADOR 4103,23,135,000A,12/10/2021
DGFyC-719112,SGO Inspecciones simples,TUYU 35,60,28,38,12/10/2021
DGFyC-721190,SGO Est. Hoteles y Pensiones,SOLIS 1511,14,3,31,12/10/2021
DGFyC-721196,SGO Est. Hoteles y Pensiones,PAVON 1741,14,4,13,12/01/2000
DGFyC-723173,SGO Eventos Deportivos,BOYACA 2152,67,126,1,12/10/2021
DGFyC-724189,Auditorias Integrales Programadas,REPUBLICA DOMINICANA 3358,15,9,013A,12/10/2021
DGFyC-681723,SGO Suspensiones y Rechazos,HONDURAS 5190,19,036B,1,12/10/2021
DGFyC-690208,SGO Suspensiones y Rechazos,GORRITI 4855,19,33,21,12/10/2021
DGFyC-695669,SGO Suspensiones y Rechazos,COCHABAMBA 458,4,25,006a,12/10/2021
DGFyC-724240,Auditorias Integrales Programadas,PATAGONES 2924,24,10,5,12/10/2021
DGFyC-722281,SGO Inspecciones simples,CASTELLI 337,9,14,10,20/01/2000
DGFyC-689592,SGO Inspecciones simples,SARMIENTO 3076,13,78,007C,12/10/2021
DGFyC-702505,SGO Inspecciones simples,SARMIENTO 3154,13,67,21,12/10/2021
DGFyC-720699,SGO Inspecciones simples,PASTEUR 520,9,39,031A,12/10/2021
DGFyC-720708,SGO Inspecciones simples,PASTEUR 474,9,38,041A,12/10/2021
DGFyC-722133,SGO Inspecciones simples,COBO AV. 518,38,123,001B,19/04/2000
DGFyC-718449,SGO Inspecciones simples,LOPE DE VEGA AV. 2846,93,194A,7,04/01/2000
DGFyC-724156,Auditorias Integrales Programadas,VELEZ SARSFIELD AV. 1572,18,005B,7,12/10/2021
DGFyC-718918,SGO Suspensiones y Rechazos,NUÑEZ 5608,63,086A,1,12/10/2021
DGFyC-680895,SGO Suspensiones y Rechazos,DIAZ COLODRERO 3406,63,134,34,28/01/2000
DGFyC-721800,SGO Inspecciones simples,ZUVIRIA 5382,64,14,6,16/01/2000
DGFyC-722527,Auditorias Integrales Programadas,TUCUMAN 441,1,39,023a,12/10/2021
DGFyC-719102,SGO Inspecciones simples,ARMENIA 1450,19,16,33,02/01/2000
DGFyC-683853,SGO Suspensiones y Rechazos,BALCARCE 1090,4,41,23,03/04/2000
DGFyC-710126,SGO Suspensiones y Rechazos,ESTADOS UNIDOS 745,4,12,24,12/10/2021
DGFyC-722523,SGO Est. Salud y Geriátricos,JUNCAL 2676,15,107,10,12/10/2021
DGFyC-721896,SGO Inspecciones simples,CORDOBA AV. 4583,31,102,23,12/10/2021
DGFyC-724147,Auditorias Integrales Programadas,RIO CUARTO 2698,18,50,017C,12/10/2021
DGFyC-721322,SGO Inspecciones simples,CABILDO AV. 1841,25,1,008a,10/01/2000
DGFyC-723613,SGO Inspecciones simples,ARRIBEÑOS 2170,25,050B,8,12/10/2021
DGFyC-721875,SGO Inspecciones simples,AVENIDA DEL LIBERTADOR 6402,27,90,019H,12/10/2021
DGFyC-721877,SGO Inspecciones simples,MONTAÑESES 2488,25,59,001c,12/10/2021
DGFyC-721368,SGO Inspecciones simples,ROOSEVELT FRANKLIN D. 1920,27,45,2,27/01/2000
DGFyC-603204,SGO Inspecciones simples,RIVADAVIA AV. 6720,48,125,28,28/01/2000
DGFyC-607510,SGO Inspecciones simples,MEMBRILLAR 117,48,118,001C,12/10/2021
DGFyC-607521,SGO Inspecciones simples,MEMBRILLAR 31,48,119,37,12/10/2021
DGFyC-724485,Auditorias Integrales Programadas,LAS HERAS GENERAL AV. 2161,11,39,011a,12/10/2021
DGFyC-722613,SGO Verificaciones,BUCARELLI 3343,63,109,16,12/10/2021
DGFyC-720825,SGO Est. Hoteles y Pensiones,GARCIA DE COSSIO 6726,72,88,16,12/10/2021
DGFyC-706322,SGO Grandes Superficies,CHORROARIN AV. 967,49,84,002B,12/10/2021
DGFyC-722565,SGO Grandes Superficies,14 DE JULIO 526,49,130,27,12/10/2021
DGFyC-721774,SGO Inspecciones simples,BAHIA BLANCA 2173,81,66,20,12/10/2021
DGFyC-722675,SGO Est. Deportivos,OLLEROS AV. 1881,23,97,26,12/10/2021
DGFyC-722217,SGO Suspensiones y Rechazos,BESARES 4693,55,155,011C,11/01/2000
DGFyC-722536,SGO Est. Salud y Geriátricos,NAHUEL HUAPI 5581,63,66,15,05/10/2021
DGFyC-724566,Auditorias Integrales Programadas,CASEROS AV. 2909,24,13,30,30/12/1999
DGFyC-722517,SGO Est. Salud y Geriátricos,CAFAYATE 1540,74,102,010B,12/10/2021
DGFyC-722499,Auditorias Integrales Programadas,CORDOBA AV. 1467,7,32,013a,12/10/2021
DGFyC-722486,Auditorias Integrales Programadas,VIAMONTE 1535,5,26,31,12/10/2021
DGFyC-722480,Auditorias Integrales Programadas,RODRIGUEZ PEÑA 835,7,13,014b,06/10/2021
DGFyC-380372,SGO Est. Educativos,VALDENEGRO 3470,53,037B,025B,06/10/2021
DGFyC-722496,Auditorias Integrales Programadas,URUGUAY 695,5,41,10,06/10/2021
DGFyC-722748,SGO Grandes Superficies,ESTOMBA 510,49,99,017a,03/01/2000
DGFyC-721872,SGO Inspecciones simples,EL SALVADOR 6029,35,49,032a,13/10/2021
DGFyC-721873,SGO Inspecciones simples,AREVALO 1971,35,062B,13,08/01/2000
DGFyC-640322,SGO Inspecciones simples,DORREGO 2082,35,050C,10,12/10/2021
DGFyC-608904,SGO Inspecciones simples,IBARROLA 7195,72,39,22,12/10/2021
DGFyC-715741,SGO Grandes Superficies,PUEYRREDON AV. 1770,15,140,009C,12/10/2021
DGFyC-690040,SGO Suspensiones y Rechazos,HONDURAS 4762,19,32,8,14/04/2000
DGFyC-519488,SGO Est. Deportivos,OLLEROS AV. 1775,23,112,29,12/10/2021
DGFyC-269690,SGO Inspecciones simples,TRIUNVIRATO AV. 4405,51,57,026A,12/10/2021
DGFyC-721889,SGO Inspecciones simples,TRIUNVIRATO AV. 4484,51,53,31,12/10/2021
DGFyC-721893,SGO Inspecciones simples,TRIUNVIRATO AV. 4685,51,59,005b,12/01/2000
DGFyC-720660,SGO Inspecciones simples,PACHECO 2130,51,57,35,12/10/2021
DGFyC-722776,SGO Verificaciones,HEREDIA 949,49,135,005B,12/10/2021
DGFyC-722778,SGO Verificaciones,FRAGA 1299,49,148,18,19/02/2000
DGFyC-724145,SGO Verificaciones,FRAGA 1299,49,148,18,12/10/2021
DGFyC-717331,SGO Grandes Superficies,AMENABAR 2321,39,93,012d,12/10/2021
DGFyC-722000,SGO Grandes Superficies,AMENABAR 1934,39,82,012A,12/10/2021
DGFyC-723453,SGO Inspecciones simples,OLLEROS AV. 1637,23,123,24,31/12/1999
DGFyC-723454,SGO Inspecciones simples,MIGUELETES 1041,23,122,015A,12/10/2021
DGFyC-723455,SGO Inspecciones simples,MAURE 1643,23,110,28,17/01/2000
DGFyC-723456,SGO Inspecciones simples,HUMBOLDT 2337,35,111,16,05/05/2000
DGFyC-723457,SGO Inspecciones simples,PARAGUAY 5084,35,98,9,12/10/2021
DGFyC-723460,SGO Inspecciones simples,EL SALVADOR 5729,35,46,27,12/10/2021
DGFyC-719580,SGO Inspecciones simples,HUDSON 4688,82,88,029D,12/10/2021
DGFyC-658552,SGO Inspecciones simples,MURGUIONDO 4734,82,108,24,12/10/2021
DGFyC-482324,SGO Inspecciones simples,HUDSON 4491,80,68,017A,12/10/2021
DGFyC-718505,SGO Grandes Superficies,DIRECTORIO AV. 5750,62,8,003A,07/10/2021
DGFyC-721395,SGO Fiscalización Crítica,CONCORDIA 4726,83,177,27,07/10/2021
DGFyC-599579,SGO Grandes Superficies,CRAMER 4178,43,132,001B,09/10/2021
DGFyC-723577,SGO Grandes Superficies,DEL CAMPO AV. 1076,49,22,32,13/10/2021
DGFyC-723725,SGO Fiscalización Crítica,LINCOLN AV. 3959,83,101A,11,13/10/2021
DGFyC-721933,Auditorias Integrales Programadas,FLORIDA 265,1,27,6,01/01/2000
DGFyC-721929,Auditorias Integrales Programadas,SARMIENTO 814,1,003B,2,12/01/2000
DGFyC-722797,SGO Verificaciones,PAVON AV. 4383,36,2,21,12/04/2000
DGFyC-724724,Auditorias Integrales Programadas,CABILDO AV. 2630,41,153,18,09/10/2021
DGFyC-722734,SGO Verificaciones,MACHAIN 4140,55,168,19,12/10/2021
DGFyC-454527,SGO Est. Hoteles y Pensiones,CIUDAD DE LA PAZ 660,35,83,6,13/10/2021
DGFyC-724726,Auditorias Integrales Programadas,CABILDO AV. 2882,41,155,001c,12/10/2021
DGFyC-713056,SGO Est. Hoteles y Pensiones,SUPERI 1232,37,56,3,13/10/2021
DGFyC-724732,Auditorias Integrales Programadas,VELEZ SARSFIELD AV. 1660,18,004B,007B,13/10/2021
DGFyC-604668,SGO Fiscalización Crítica,BERUTI 2676,15,130,002A,12/10/2021
DGFyC-721524,SGO Fiscalización Crítica,GUIDO 1528,7,43,003b,12/10/2021
DGFyC-722611,SGO Verificaciones,CORDOBA AV. 4175,31,97,14,12/10/2021
DGFyC-721511,SGO Fiscalización Crítica,RIOBAMBA 1046,11,71,25,13/10/2021
DGFyC-722766,SGO Verificaciones,CONGRESO AV. 5102,63,117,1,13/10/2021
DGFyC-722848,SGO Verificaciones,CONGRESO AV. 5108,63,117,002a,13/10/2021
DGFyC-722775,SGO Verificaciones,DIAZ COLODRERO 2905,53,6,12,13/10/2021
DGFyC-607559,SGO Fiscalización Crítica,ASUNCION 4026,83,65,1,13/10/2021
DGFyC-607553,SGO Fiscalización Crítica,LINCOLN AV. 4218,83,50,13,13/10/2021
DGFyC-724733,Auditorias Integrales Programadas,SUIPACHA 366,5,070B,17,13/10/2021
DGFyC-722529,Auditorias Integrales Programadas,VIAMONTE 352,1,47,6,13/10/2021
DGFyC-724735,Auditorias Integrales Programadas,AVENIDA DEL LIBERTADOR 740,7,54,008i,13/10/2021
DGFyC-721808,SGO Est. Hoteles y Pensiones,CABILDO AV. 743,23,20,20,13/10/2021
DGFyC-724736,Auditorias Integrales Programadas,AVENIDA DEL LIBERTADOR 740,7,54,008i,13/10/2021
DGFyC-720552,SGO Est. Salud y Geriátricos,RIVADAVIA AV. 11060,72,115,003A,13/10/2021
DGFyC-722699,SGO Verificaciones,LA RIOJA 190,28,61,20,21/01/2000
DGFyC-722531,Auditorias Integrales Programadas,VIAMONTE 170,1,63,22,13/10/2021
DGFyC-720687,SGO Inspecciones simples,LAVALLE 2266,9,46,7,03/01/2000
DGFyC-496558,SGO Est. Educativos,TAPALQUE 6458,76,139,013A,12/10/2021
